Product_name,Review,Rating
"DELL Inspiron Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Very nice,5
"DELL Inspiron Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Good product but dilevary slow,4
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","If you can affort few thousands extra you can prefer other laptops with same config.I came to know about done limitations of this laptop-poor webcam not even suitable for day to day online classes-Sound very low, need to connect external speakers-Keypad not visible due to same colour of laptop body and keys. Backlight not available.-Low battery backupTo save cost Asus has done these compromises.Performance wise doesn't see any issue, but since I'm using HP laptop also these small th...",2
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good,5
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",All good but battery backup not good enough,3
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","I'll update this review again after a month usage...As of now, it's a good laptop, but battery is not upto the mark...",5
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",I love it ....❣️,5
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good,4
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best Laptop 💻 👌 in the segment. Classy performance 👏 because of ssd memory.Battery 🔋 is good enough.Design is so sleeky.Recommend you to buy.,4
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Awesome quality and very likely,5
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Incredible laptop Performance very good 👍,5
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",good looking and performance also good,4
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",I love it 💗💗 not because of prize but it's really fast working..and good product...must try it once.,5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","First of all thanks to Flipkart for a faster delivery, it was under 2days. You guys are awesome. The laptop is so much slik looking and classy. It is so much premium looking. The display is great and the performance is even faster. I am a student, doing my bachelor's, so for student work it is more faster than required. I just loved the laptop. But for gaming I don't know, because I can't play games that much. Boot time is less than 6 second.",5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Good Laptop under 40k got it at 39k. Good for students,professionals not built for heavy task but normal excel power point run smoothly. Sound quality is average but audible. Overall good laptop.",4
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Awesome specifications and reasonable price.. Slim and well designed.. Built quality is awesome,5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Delivery was done after 8 days after purchasing quite long time taken.but overall product is great,compitable,slim & handy.. performance is outstanding in this range.everything works fine",5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Nice product in this price range .. Go for it,5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Performance of this laptop is very niceDisplay quality is awesome,5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Very nice laptop.,5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Every thing is just fine but the tn display is so annoying as always,5
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Nice product in this price point I recommend you....you can go for it,5
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","This laptop has major scree issueviewing angle is very badI'm not going to enjoy multimedia in this pc.This os irritating.If you tilt your screen then you will see only black and white colours.Everyone told me about hp is a brand that provides better service , build Quality, coustomer satisfaction, Display and also battery.I will never think about that hp laptop comes with wrost screen experience.**For those Costomer who will read my review:-One thing that i have noticed about Hp....",4
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","It is a very good laptop, Starting speed is very fast, it starts in 2 to 3 seconds only. Everything is nice with this laptop must buy. Intel UHD graphics support is very good in this.",5
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Nice product light weight. everything is okay.,4
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Everything is Good Must Buy,5
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Nice Product,4
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",nice product everything is okay but battery power worst.otherwise no backlight.am not satisfied .i disappointed 😞 for Flipkart.,3
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","Display so bad quality and wifi connectivity ia also poor, camera vry poor. Not UP to the mark.",1
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Very Good pc in this price with HP Brand,5
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Excellent 🤩🤩🤩,5
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Awesome Laptop 🤩,5
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇,5
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","First impressions are awesome ! Will update the review after some usage !Edit : Review update after a week.Well laptop is blazingly fast ! i3 11th processor rocks. SSD also makes it quick. Webcam is not that bad. I have seen worse. And I don't know why people are complaining about its display. I didn't find any problems with it so far. On the contrast, I actually liked the display. It is HD and is quite clear. Now about battery backup -So if you are using it without wifi. Then it will ...",5
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best laptop in this segment...I like this product....but just camera is avarage quality...not so impressive.. overall I think it is a very good product in this price.,5
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Value for money at this price range.1) fast fingerprint.2) camera very low quality.3) prosesor super fast.,5
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Nice looking,3
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Best Laptop in this price from AsusVery fast processor Performance is goodBest for students, official work and Entertainment purposes.But camera quality is not good.Overall Nice Laptop.Thankyou Asus and Flipkart.",4
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Firstly the price of this laptop is quite impressive and the functions.SSDIn this range with this generation the processor is quite fast and in comparison with hdd SSD always gets an upper thumb as it makes your pc/notebook fast.BatteryIt is not as par with HP as they have 3 cell and in Asus they are 2 cell so here in the case of battery it lacks behindCamera: Really not good at all it seems like VGA camera,5
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Read this if you're going to buy any laptopMy advice is please not to look brand in buying laptops .The laptops with same specs of brands hp,full,aver,lenovo,asus etc are same To get to for minimum cost try asusDont feel asus is not as good as hp or dellFor this laptopPros- ●high speed boot up(faster than mac pro)● intel i3 good performance if your use is home,student,and coding●extra slot for ram.if you add 8 gb ram(you can get for just 2500 in flipkart and can add it yourself)You ...",4
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best laptop under 35k just go for it I have got in 33k on sale Pro : i3 11th gen under 35 k  * Display quality is good but view angle is not so good but it's okay for me * Speaker sound is better* It's booting Time is fastKeyboard quality is goodDesign is awesomeAnd the best part is that it comes with extra slot fully confirmed by me and  asus care  you can expand upto 12gb ram there is  4gb onboard ram and extra slot you can put 8 gb there and you can upgrade hdd upto 1tb Built quali...,4
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Im statisfied .. valueble money,5
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Satisfied with laptop. Performance is good. Problems came like Flickering screen and search options not worked when upgraded to windows 11 so I reverted back to 10. So better don't upgrade to windows 11 now wait for some more days.,4
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Thanks flipkart for the wonderful deal. Fully satisfied as of now right from timely delivery and performance.,5
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","Performance: Today is first day so as per performance level no issue. I am using 10-15 tab in google chrome daily basis. Battery: As per company claim 10 hours. This is only for light users. If you use movie & music then may be. Design: decent design. Display: As per price range best display. Value for money: Yes this is value for money. Today this price 39,990 but it was 37,990 while ordered this one. But i got offer in Rs. 32,490 in sale time. I will submit after some days with proper ...",5
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Everything is better than other laptops of this range of price but there is only one thing is missing which the Numericals Pad. Overall performance is good. Good for using software like AutoCAD.,4
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Best part is design and build quality. Battery backup is superb only one problem is display is not good very bad viewing angles.,5
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Awesome.,4
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",I wrote this review after the use of  45 days. I never saw a lack in this laptop and the sound quality is also good. Not heating I thought this price range recommend. Thanks for reading my review.,5
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",nyc laptop,4
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","Bought it for Trading Purpose.Except for the screen and sound quality, everything working fine, Updated to Window 11, no issues yet. Handles all the task easily. 11th gen processor 🔥",3
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Overall good 👍,4
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good product,5
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",This price range it’s super…..,5
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Very bad experience,1
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Laptop is amazing and sleek. Good for day-to-day use.SSD really helps in boosting the performance however do buy a laptop stand as it may heat up otherwise.Boots-up in around 30 secs. Windows 11 licensed is pre-installed. Works smoothly for not so heavy users.,5
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nyce product,4
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Excellent,5
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nice one,4
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Good  performing laptopBut less port option Doesn't have rj45 and type c portAnd display isn't bright enough,3
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Awesome.I edited my review after 10 days of using.Performance DisplayBatterySsdHdd....... everything is mind blowing...,5
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nice product,5
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Laptop display is perfect & fastly moved in precess but late for deliver.Best budget laptop for coding dell Inspiron 3511 256sdd/1TB hdd:-42490/-Value for Money 💰.Battery is normal 4to5 hrs.,5
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Better option,4
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Brilliant Laptop 😍,5
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",This is thing I want to be...It s worked suprb fast due to ssd Value for money really worth it,4
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","I writing review for this product after same day used. It's really good laptop for all purposes.. attractive design, good performance etc..On time delivery.. thank you flipkart..😊😊",5
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","Good experience...its better use for office, home and good gaming experience... Go for it",4
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",It's a very good choice in this price range .nice display .and light weight . It also contain ms office lifetime free version .best choice for students and office works .ryzen3 perfomes well and with 256 SSD boots faster .I really like the product,5
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",Such a nice laptop. In my opinion it's the best one. Happy to have this as my first pc.,5
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",V.good  🤞🏻,5
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",Not bad,4
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",Speakers are completely not working well.worst product please don't sold the product.my experience you'll definitely help.please don't sold,1
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",Start Hanging within a week,1
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",Great product... happy with the purchase,5
"Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light Laptop  (13 inch, Mineral Grey, 1.26 kg, With MS Office)",Great Product and best for Productivity and Professional use only. Note for new Buyers: This is a 13.3in WQXGA display. Mentioned 15in is wrong. So buy at your own risk.,5
"Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light Laptop  (13 inch, Mineral Grey, 1.26 kg, With MS Office)",Best in  small segment ....Portable and powerful,5
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)","Here is my review on this laptop after using for 2 weeks.I've heard that this laptop heats up really quickly, but I didn't felt any thing like that. This laptop never reaches more than 10 degrees above my room temperature, even after I game on it for 4 hours. This can run mostly all games on high setting with 60 fps. I personally have tried 2 games on it valorant and apex legends both runs on high setting with 60 fps. And even this gives me 60 fps with high settings while recording in Valor...",5
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)","Good Product, I am satisfied all of the features, except battery life, It is very awesome product, wheather have a little bits of improvement in battery life time.",5
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)",Performance is good as I expect in this price segment they giving intel i5 10gen with 4gb nvidia 1650  there are no issue with normal use like surfing  web and it can handle some heavy application like matlab etc it's good for coding etc. If you are a heavy gamer this will not satisfy you but it suits for entry level and lite gamers. Worst battery back up it stands for 2 hours in normal usage and in heavy usage it will stands max 1 hours. But it's a value for money laptop and in this price se...,5
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)","Posting this review after 8 days of usePros: Value for money          Graphics card can handle some good application          and softwares and games( far cry 5, batman Arkham          Knight) gonna install more after couple of days.          Display is good           Keyboard is good          Battery life is also good as of yet 😅Cons: Gets heated up really quick while gaming plus                     real hot 🔥           Speaker is average Overall in this price segment this lapt...",4
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)","So basically, laptop is well and good. But the huge and huge and huge problem is battery. Battery is drains so fast that you can't imagine, and trust me those who personally use this laptop can say same, and second worst part about this laptop is it's speakers, seriously your mobile phone can play better sound than this laptop. Pros - 1. Laptop performance is good (4.5) 2. Laptop display is just ok (4) 3. You will get fast boot time about 6-8 sec (4.5)  Cons -1. Worst battery (2) 2. ...",3
