Date,Open,High,Low,Close,Adj Close,Volume
2019-09-19,1232.060059,1244.439941,1232.020020,1238.709961,1238.709961,996000
2019-09-20,1233.119995,1243.319946,1223.079956,1229.930054,1229.930054,2270000
2019-09-23,1226.000000,1239.089966,1224.170044,1234.030029,1234.030029,1062400
2019-09-24,1240.000000,1246.739990,1210.680054,1218.760010,1218.760010,1583200
2019-09-25,1215.819946,1248.300049,1210.089966,1246.520020,1246.520020,1453000
2019-09-26,1241.959961,1245.000000,1232.267944,1241.390015,1241.390015,1538000
2019-09-27,1243.010010,1244.020020,1214.449951,1225.089966,1225.089966,1353900
2019-09-30,1220.969971,1226.000000,1212.300049,1219.000000,1219.000000,1404100
2019-10-01,1219.000000,1231.229980,1203.579956,1205.099976,1205.099976,1273500
2019-10-02,1196.979980,1196.979980,1171.290039,1176.630005,1176.630005,1615100
2019-10-03,1180.000000,1189.060059,1162.430054,1187.829956,1187.829956,1621200
2019-10-04,1191.890015,1211.439941,1189.170044,1209.000000,1209.000000,1162400
2019-10-07,1204.400024,1218.203979,1203.750000,1207.680054,1207.680054,842900
2019-10-08,1197.589966,1206.079956,1189.010010,1189.130005,1189.130005,1039300
2019-10-09,1199.349976,1208.349976,1197.630005,1202.310059,1202.310059,867700
2019-10-10,1198.579956,1215.000000,1197.339966,1208.670044,1208.670044,846600
2019-10-11,1222.209961,1228.390015,1213.739990,1215.449951,1215.449951,1272700
2019-10-14,1212.339966,1226.329956,1211.760010,1217.140015,1217.140015,867500
2019-10-15,1220.400024,1247.329956,1220.400024,1243.010010,1243.010010,1381700
2019-10-16,1241.170044,1254.739990,1238.449951,1243.640015,1243.640015,1094600
2019-10-17,1250.930054,1263.324951,1249.939941,1253.069946,1253.069946,952400
2019-10-18,1253.459961,1258.890015,1241.079956,1245.489990,1245.489990,1352800
2019-10-21,1252.260010,1254.629028,1240.599976,1246.150024,1246.150024,1027200
2019-10-22,1247.849976,1250.599976,1241.380005,1242.800049,1242.800049,1023800
2019-10-23,1242.359985,1259.890015,1242.359985,1259.130005,1259.130005,911500
2019-10-24,1260.900024,1264.000000,1253.714966,1260.989990,1260.989990,1028100
2019-10-25,1251.030029,1269.599976,1250.010010,1265.130005,1265.130005,1213100
2019-10-28,1275.449951,1299.310059,1272.540039,1290.000000,1290.000000,2613200
2019-10-29,1276.229980,1281.589966,1257.212036,1262.619995,1262.619995,1886400
2019-10-30,1252.969971,1269.359985,1252.000000,1261.290039,1261.290039,1408900
2019-10-31,1261.280029,1267.670044,1250.843018,1260.109985,1260.109985,1455700
2019-11-01,1265.000000,1274.619995,1260.500000,1273.739990,1273.739990,1670100
2019-11-04,1276.449951,1294.130005,1276.354980,1291.369995,1291.369995,1501000
2019-11-05,1292.890015,1298.930054,1291.229004,1292.030029,1292.030029,1282700
2019-11-06,1289.459961,1293.729980,1282.500000,1291.800049,1291.800049,1152700
2019-11-07,1294.280029,1323.739990,1294.244995,1308.859985,1308.859985,2030000
2019-11-08,1305.280029,1318.000000,1304.364990,1311.369995,1311.369995,1251400
2019-11-11,1303.180054,1306.425049,1297.410034,1299.189941,1299.189941,1011900
2019-11-12,1300.000000,1310.000000,1295.770020,1298.800049,1298.800049,1085900
2019-11-13,1294.069946,1304.300049,1293.510010,1298.000000,1298.000000,826700
2019-11-14,1297.500000,1317.000000,1295.650024,1311.459961,1311.459961,1193500
2019-11-15,1318.939941,1334.880005,1314.280029,1334.869995,1334.869995,1782600
2019-11-18,1332.219971,1335.529053,1317.500000,1320.699951,1320.699951,1487400
2019-11-19,1327.699951,1327.699951,1312.800049,1315.459961,1315.459961,1269200
2019-11-20,1311.739990,1315.000000,1291.150024,1303.050049,1303.050049,1308600
2019-11-21,1301.479980,1312.589966,1293.000000,1301.349976,1301.349976,995500
2019-11-22,1305.619995,1308.729980,1291.410034,1295.339966,1295.339966,1385700
2019-11-25,1299.180054,1311.310059,1298.130005,1306.689941,1306.689941,1036200
2019-11-26,1309.859985,1314.800049,1305.089966,1313.550049,1313.550049,1069700
2019-11-27,1315.000000,1318.359985,1309.630005,1312.989990,1312.989990,995600
2019-11-29,1307.119995,1310.204956,1303.969971,1304.959961,1304.959961,587000
2019-12-02,1301.000000,1305.829956,1281.000000,1289.920044,1289.920044,1510900
2019-12-03,1279.569946,1298.461060,1279.000000,1295.280029,1295.280029,1143800
2019-12-04,1307.010010,1325.800049,1304.869995,1320.540039,1320.540039,1537500
2019-12-05,1328.000000,1329.358032,1316.439941,1328.130005,1328.130005,1212700
2019-12-06,1333.439941,1344.000000,1333.439941,1340.619995,1340.619995,1314800
2019-12-09,1338.040039,1359.449951,1337.839966,1343.560059,1343.560059,1354300
2019-12-10,1341.500000,1349.974976,1336.040039,1344.660034,1344.660034,1094100
2019-12-11,1350.839966,1351.199951,1342.670044,1345.020020,1345.020020,850400
2019-12-12,1345.939941,1355.775024,1340.500000,1350.270020,1350.270020,1281000
2019-12-13,1347.949951,1353.093018,1343.869995,1347.829956,1347.829956,1549600
2019-12-16,1356.500000,1364.680054,1352.670044,1361.170044,1361.170044,1397300
2019-12-17,1362.890015,1365.000000,1351.322998,1355.119995,1355.119995,1854000
2019-12-18,1356.599976,1360.469971,1351.000000,1352.619995,1352.619995,1522600
2019-12-19,1351.819946,1358.099976,1348.984985,1356.040039,1356.040039,1469900
2019-12-20,1363.349976,1363.640015,1349.000000,1349.589966,1349.589966,3315000
2019-12-23,1355.869995,1359.800049,1346.510010,1348.839966,1348.839966,883100
2019-12-24,1348.500000,1350.260010,1342.780029,1343.560059,1343.560059,347500
2019-12-26,1346.170044,1361.327026,1344.469971,1360.400024,1360.400024,667500
2019-12-27,1362.989990,1364.530029,1349.310059,1351.890015,1351.890015,1038400
2019-12-30,1350.000000,1353.000000,1334.020020,1336.140015,1336.140015,1050900
2019-12-31,1330.109985,1338.000000,1329.084961,1337.020020,1337.020020,961800
2020-01-02,1341.550049,1368.140015,1341.550049,1367.369995,1367.369995,1406600
2020-01-03,1347.859985,1372.500000,1345.543945,1360.660034,1360.660034,1186400
2020-01-06,1350.000000,1396.500000,1350.000000,1394.209961,1394.209961,1732300
2020-01-07,1397.939941,1402.989990,1390.380005,1393.339966,1393.339966,1502700
2020-01-08,1392.079956,1411.579956,1390.839966,1404.319946,1404.319946,1528000
2020-01-09,1420.569946,1427.329956,1410.270020,1419.829956,1419.829956,1500900
2020-01-10,1427.560059,1434.928955,1418.349976,1429.729980,1429.729980,1820700
2020-01-13,1436.130005,1440.520020,1426.020020,1439.229980,1439.229980,1652300
2020-01-14,1439.010010,1441.800049,1428.369995,1430.880005,1430.880005,1558900
2020-01-15,1430.209961,1441.395020,1430.209961,1439.199951,1439.199951,1282700
2020-01-16,1447.439941,1451.989990,1440.920044,1451.699951,1451.699951,1173700
2020-01-17,1462.910034,1481.295044,1458.219971,1480.390015,1480.390015,2396200
2020-01-21,1479.119995,1491.849976,1471.199951,1484.400024,1484.400024,2036700
2020-01-22,1491.000000,1503.213989,1484.930054,1485.949951,1485.949951,1610800
2020-01-23,1487.640015,1495.520020,1482.099976,1486.650024,1486.650024,1351200
2020-01-24,1493.589966,1495.494995,1465.250000,1466.709961,1466.709961,1784600
2020-01-27,1431.000000,1438.069946,1421.199951,1433.900024,1433.900024,1755200
2020-01-28,1443.000000,1456.000000,1432.469971,1452.560059,1452.560059,1577400
2020-01-29,1458.800049,1465.430054,1446.739990,1458.630005,1458.630005,1077700
2020-01-30,1439.959961,1457.280029,1436.400024,1455.839966,1455.839966,1339400
2020-01-31,1468.900024,1470.130005,1428.530029,1434.229980,1434.229980,2417200
2020-02-03,1462.000000,1490.000000,1458.989990,1485.939941,1485.939941,3055200
2020-02-04,1457.069946,1469.500000,1426.300049,1447.069946,1447.069946,3933000
2020-02-05,1462.420044,1463.839966,1430.560059,1448.229980,1448.229980,1986200
2020-02-06,1450.329956,1482.000000,1449.569946,1476.229980,1476.229980,1679400
2020-02-07,1467.300049,1485.839966,1466.349976,1479.229980,1479.229980,1171300
2020-02-10,1474.319946,1509.500000,1474.319946,1508.680054,1508.680054,1419900
2020-02-11,1511.810059,1529.630005,1505.637939,1508.790039,1508.790039,1344600
2020-02-12,1514.479980,1520.694946,1508.109985,1518.270020,1518.270020,1167600
2020-02-13,1512.689941,1527.180054,1504.599976,1514.660034,1514.660034,929500
2020-02-14,1515.599976,1520.739990,1507.339966,1520.739990,1520.739990,1197800
2020-02-18,1515.000000,1531.630005,1512.589966,1519.670044,1519.670044,1120700
2020-02-19,1525.069946,1532.105957,1521.400024,1526.689941,1526.689941,949300
2020-02-20,1522.000000,1529.640015,1506.819946,1518.150024,1518.150024,1096600
2020-02-21,1508.030029,1512.214966,1480.439941,1485.109985,1485.109985,1731700
2020-02-24,1426.109985,1436.969971,1411.390015,1421.589966,1421.589966,2867100
2020-02-25,1433.000000,1438.140015,1382.400024,1388.449951,1388.449951,2478300
2020-02-26,1396.140015,1415.699951,1379.000000,1393.180054,1393.180054,2202400
2020-02-27,1362.060059,1371.703979,1317.170044,1318.089966,1318.089966,2971100
2020-02-28,1277.500000,1341.140015,1271.000000,1339.329956,1339.329956,3790600
2020-03-02,1351.609985,1390.869995,1326.814941,1389.109985,1389.109985,2431500
2020-03-03,1399.420044,1410.150024,1332.000000,1341.390015,1341.390015,2402300
2020-03-04,1359.229980,1388.089966,1343.109985,1386.520020,1386.520020,1913300
2020-03-05,1350.199951,1358.910034,1305.099976,1319.040039,1319.040039,2561300
2020-03-06,1277.060059,1306.219971,1261.050049,1298.410034,1298.410034,2660600
2020-03-09,1205.300049,1254.760010,1200.000000,1215.560059,1215.560059,3365400
2020-03-10,1260.000000,1281.150024,1218.770020,1280.390015,1280.390015,2611400
2020-03-11,1249.699951,1260.959961,1196.069946,1215.410034,1215.410034,2608500
2020-03-12,1126.000000,1193.869995,1113.300049,1114.910034,1114.910034,4226700
2020-03-13,1179.000000,1219.760010,1117.142944,1219.729980,1219.729980,3700100
2020-03-16,1096.000000,1152.266968,1074.439941,1084.329956,1084.329956,4252400
2020-03-17,1093.109985,1130.859985,1056.010010,1119.800049,1119.800049,3861500
2020-03-18,1056.510010,1106.500000,1037.280029,1096.800049,1096.800049,4233400
2020-03-19,1093.050049,1157.969971,1060.108032,1115.290039,1115.290039,3651100
2020-03-20,1135.719971,1143.989990,1065.489990,1072.319946,1072.319946,3601800
2020-03-23,1061.319946,1071.319946,1013.536011,1056.619995,1056.619995,4044100
2020-03-24,1103.770020,1135.000000,1090.619995,1134.459961,1134.459961,3344500
2020-03-25,1126.469971,1148.900024,1086.010010,1102.489990,1102.489990,4081500
2020-03-26,1111.800049,1169.969971,1093.530029,1161.750000,1161.750000,3571700
2020-03-27,1125.670044,1150.670044,1105.910034,1110.709961,1110.709961,3208500
2020-03-30,1125.040039,1151.630005,1096.479980,1146.819946,1146.819946,2574100
2020-03-31,1147.300049,1175.310059,1138.140015,1162.810059,1162.810059,2486400
2020-04-01,1122.000000,1129.689941,1097.449951,1105.619995,1105.619995,2344200
2020-04-02,1098.260010,1126.859985,1096.400024,1120.839966,1120.839966,1964900
2020-04-03,1119.015015,1123.540039,1079.810059,1097.880005,1097.880005,2313400
2020-04-06,1138.000000,1194.660034,1130.939941,1186.920044,1186.920044,2664700
2020-04-07,1221.000000,1225.000000,1182.229980,1186.510010,1186.510010,2387300
2020-04-08,1206.500000,1219.069946,1188.160034,1210.280029,1210.280029,1975100
2020-04-09,1224.079956,1225.569946,1196.734985,1211.449951,1211.449951,2175400
2020-04-13,1209.180054,1220.510010,1187.598022,1217.560059,1217.560059,1739800
2020-04-14,1245.089966,1282.069946,1236.930054,1269.229980,1269.229980,2470400
2020-04-15,1245.609985,1280.459961,1240.400024,1262.469971,1262.469971,1671700
2020-04-16,1274.099976,1279.000000,1242.619995,1263.469971,1263.469971,2518100
2020-04-17,1284.849976,1294.430054,1271.229980,1283.250000,1283.250000,1949000
2020-04-20,1271.000000,1281.599976,1261.369995,1266.609985,1266.609985,1695500
2020-04-21,1247.000000,1254.270020,1209.709961,1216.339966,1216.339966,2153000
2020-04-22,1245.540039,1285.613037,1242.000000,1263.209961,1263.209961,2093100
2020-04-23,1271.550049,1293.310059,1265.670044,1276.310059,1276.310059,1566200
2020-04-24,1261.170044,1280.400024,1249.449951,1279.310059,1279.310059,1640400
2020-04-27,1296.000000,1296.150024,1269.000000,1275.880005,1275.880005,1600600
2020-04-28,1287.930054,1288.050049,1232.199951,1233.670044,1233.670044,2951300
2020-04-29,1341.459961,1359.989990,1325.339966,1341.479980,1341.479980,3793600
2020-04-30,1324.880005,1352.819946,1322.489990,1348.660034,1348.660034,2665400
2020-05-01,1328.500000,1352.069946,1311.000000,1320.609985,1320.609985,2072500
2020-05-04,1308.229980,1327.660034,1299.000000,1326.800049,1326.800049,1504000
2020-05-05,1337.920044,1373.939941,1337.459961,1351.109985,1351.109985,1651500
2020-05-06,1361.689941,1371.119995,1347.290039,1347.300049,1347.300049,1215400
2020-05-07,1365.939941,1377.599976,1355.270020,1372.560059,1372.560059,1397600
2020-05-08,1383.130005,1398.760010,1375.479980,1388.369995,1388.369995,1388100
2020-05-11,1378.280029,1416.530029,1377.151978,1403.260010,1403.260010,1412100
2020-05-12,1407.119995,1415.000000,1374.770020,1375.739990,1375.739990,1390600
2020-05-13,1377.050049,1385.482056,1328.400024,1349.329956,1349.329956,1812600
2020-05-14,1335.020020,1357.420044,1323.910034,1356.130005,1356.130005,1603100
2020-05-15,1350.000000,1374.479980,1339.000000,1373.189941,1373.189941,1707700
2020-05-18,1361.750000,1392.324951,1354.250000,1383.939941,1383.939941,1824000
2020-05-19,1386.996948,1392.000000,1373.484985,1373.484985,1373.484985,1280600
2020-05-20,1389.579956,1410.420044,1387.250000,1406.719971,1406.719971,1655400
2020-05-21,1408.000000,1415.489990,1393.449951,1402.800049,1402.800049,1385000
2020-05-22,1396.709961,1412.760010,1391.829956,1410.420044,1410.420044,1309400
2020-05-26,1437.270020,1441.000000,1412.130005,1417.020020,1417.020020,2060600
2020-05-27,1417.250000,1421.739990,1391.290039,1417.839966,1417.839966,1685800
2020-05-28,1396.859985,1440.839966,1396.000000,1416.729980,1416.729980,1692200
2020-05-29,1416.939941,1432.569946,1413.349976,1428.920044,1428.920044,1838100
2020-06-01,1418.390015,1437.959961,1418.000000,1431.819946,1431.819946,1217100
2020-06-02,1430.550049,1439.609985,1418.829956,1439.219971,1439.219971,1278100
2020-06-03,1438.300049,1446.552002,1429.776978,1436.380005,1436.380005,1256200
2020-06-04,1430.400024,1438.959961,1404.729980,1412.180054,1412.180054,1484300
2020-06-05,1413.170044,1445.050049,1406.000000,1438.390015,1438.390015,1734900
2020-06-08,1422.339966,1447.989990,1422.339966,1446.609985,1446.609985,1404200
2020-06-09,1445.359985,1468.000000,1443.209961,1456.160034,1456.160034,1409200
2020-06-10,1459.540039,1474.259033,1456.270020,1465.849976,1465.849976,1525200
2020-06-11,1442.479980,1454.474976,1402.000000,1403.839966,1403.839966,1991300
2020-06-12,1428.489990,1437.000000,1386.020020,1413.180054,1413.180054,1944200
2020-06-15,1390.800049,1424.800049,1387.920044,1419.849976,1419.849976,1503900
2020-06-16,1445.219971,1455.020020,1425.900024,1442.719971,1442.719971,1709200
2020-06-17,1447.160034,1460.000000,1431.380005,1451.119995,1451.119995,1548300
2020-06-18,1449.160034,1451.410034,1427.010010,1435.959961,1435.959961,1581900
2020-06-19,1444.000000,1447.800049,1421.349976,1431.719971,1431.719971,3157900
2020-06-22,1429.000000,1452.750000,1423.209961,1451.859985,1451.859985,1542400
2020-06-23,1455.640015,1475.941040,1445.239990,1464.410034,1464.410034,1429800
2020-06-24,1461.510010,1475.420044,1429.750000,1431.969971,1431.969971,1756000
2020-06-25,1429.900024,1442.900024,1420.000000,1441.329956,1441.329956,1230500
2020-06-26,1431.390015,1433.449951,1351.989990,1359.900024,1359.900024,4267700
2020-06-29,1358.180054,1395.599976,1347.010010,1394.969971,1394.969971,1810200
2020-06-30,1390.439941,1418.650024,1383.959961,1413.609985,1413.609985,2042400
2020-07-01,1411.099976,1443.000000,1409.819946,1438.040039,1438.040039,1775200
2020-07-02,1446.939941,1482.949951,1446.420044,1464.699951,1464.699951,1859100
2020-07-06,1480.060059,1506.589966,1472.859985,1495.699951,1495.699951,1564000
2020-07-07,1490.000000,1516.800049,1483.550049,1485.180054,1485.180054,1458200
2020-07-08,1494.319946,1505.880005,1485.630005,1496.000000,1496.000000,1249700
2020-07-09,1506.449951,1522.719971,1488.084961,1510.989990,1510.989990,1423300
2020-07-10,1506.150024,1543.829956,1496.540039,1541.739990,1541.739990,1856300
2020-07-13,1550.000000,1577.131958,1505.243042,1511.339966,1511.339966,1846400
2020-07-14,1490.310059,1522.949951,1483.500000,1520.579956,1520.579956,1585000
2020-07-15,1523.130005,1535.329956,1498.000000,1513.640015,1513.640015,1610700
2020-07-16,1500.000000,1518.689941,1486.310059,1518.000000,1518.000000,1519300
2020-07-17,1521.619995,1523.439941,1498.420044,1515.550049,1515.550049,1456700
2020-07-20,1515.260010,1570.290039,1503.599976,1565.719971,1565.719971,1557300
2020-07-21,1586.989990,1586.989990,1554.280029,1558.420044,1558.420044,1218600
2020-07-22,1560.500000,1570.000000,1546.099976,1568.489990,1568.489990,932000
2020-07-23,1566.969971,1571.869995,1507.391968,1515.680054,1515.680054,1627600
2020-07-24,1498.930054,1517.635986,1488.400024,1511.869995,1511.869995,1544000
2020-07-27,1515.599976,1540.969971,1515.209961,1530.199951,1530.199951,1246000
2020-07-28,1525.180054,1526.479980,1497.660034,1500.339966,1500.339966,1702200
2020-07-29,1506.319946,1531.251953,1501.329956,1522.020020,1522.020020,1106500
2020-07-30,1497.000000,1537.869995,1492.219971,1531.449951,1531.449951,1671400
2020-07-31,1505.010010,1508.949951,1454.030029,1482.959961,1482.959961,3439900
2020-08-03,1486.640015,1490.469971,1465.640015,1474.449951,1474.449951,2330200
2020-08-04,1476.569946,1485.560059,1458.650024,1464.969971,1464.969971,1903500
2020-08-05,1469.300049,1482.410034,1463.459961,1473.609985,1473.609985,1979500
2020-08-06,1471.750000,1502.390015,1466.000000,1500.099976,1500.099976,1995400
2020-08-07,1500.000000,1516.844971,1481.640015,1494.489990,1494.489990,1576600
